course,off_time,race_name,pattern,distance_round,race_class,age_band,rating_band,prize,field_size,name,age,sex,number,draw,trainer,jockey,headgear,headgear_first,lbs,ofr,rpr,ts,last_run,form,comment,spotlight,quotes,stable_tour,trainer_rtf,stats_trainer_last_14_wins_pct,course_id,damsire_region,horse_id,jockey_allowance,trainer_location,owner_id,dam,stats_horse_distance,stats_jockey_last_14_wins,silk_path,region,sire_id,stats_jockey_ovr_profit,date,href,stats_jockey_last_14_profit,trainer_14_days_runs,race_type,gelding_first_time,breeder_id,going,damsire_id,distance_f,handicap,trainer_14_days_percent,claim,sire,non_runner,distance,dam_id,distance_y,surface,stats_trainer_ovr_wins_pct,sire_region,stats_trainer_last_14_runs,stats_horse_course,prev_owners,wind_surgery_second,wind_surgery_first,profile,stats_trainer_ovr_runs,prev_trainers,sex_code,stats_jockey_ovr_wins_pct,stats_jockey_last_14_runs,stats_trainer_last_14_profit,breeder,stats_jockey_ovr_wins,dam_region,owner,jockey_id,stats_trainer_ovr_profit,stats_jockey_ovr_runs,stats_jockey_last_14_wins_pct,silk_url,dob,colour,medical,reserve,stats_trainer_last_14_wins,stats_trainer_ovr_wins,race_id,stats_horse_going,trainer_14_days_wins,trainer_id,course_detail,damsire
Hexham,16:30,Happy Retirement Maurice & Anne Barnes Handicap Hurdle (Div II),,2m4f,5,4yo+,0-105,"£4,806",10,My Boy Christy,6,gelding,9,,Ewan Whillans,Peter Kavanagh,p,False,147,83,97,89,25,0-4057,,,,,50,20%,25,GB,6864625,,"Hawick, Scottish Borders",352724,Alderimli,"{'runs': '4', 'wins': '0'}",1,,IRE,602597,-10.50,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/918040,-8.50,10,Hurdle,False,1123780,Good To Soft,77280,20,True,20,,Walk In The Park,False,2m4f28y,801806,4428,Turf,13%,IRE,5,"{'runs': '0', 'wins': '0'}",R Kenneally (2026-02-14),False,False,6864625/my-boy-christy,39,"[{'trainer': 'Liam G OBrien', 'trainer_id': 37676, 'change_date': '2026-02-10'}]",G,8%,13,+2.50,Oldcourt Stud,6,IRE,R Kenneally & J P Lambe,79499,+43.00,77,8%,,2020-06-25,B,[],False,1,5,918040,"{'runs': '0', 'wins': '0'}",2,38714,,Alderbrook
Hexham,16:30,Happy Retirement Maurice & Anne Barnes Handicap Hurdle (Div II),,2m4f,5,4yo+,0-105,"£4,806",10,Blended Stealth,9,gelding,10,,Lizzie Quinlan,James Best,b,False,142,78,103,80,9,F54P54,,,,,27.27,0%,25,GB,3283433,,"Bolton Mill, Cumbria",369372,Wyldello,"{'runs': '14', 'wins': '0'}",0,,GB,602597,-1.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/918040,-19.00,11,Hurdle,False,18186,Good To Soft,304561,20,True,0,,Walk In The Park,False,2m4f28y,648976,4428,Turf,4%,IRE,11,"{'runs': '8', 'wins': '1'}",D Mullen G Barker And Partners (2026-03-13)||Mrs E Quinlan (2023-07-13)||Graham And Alison Jelley (2023-06-30),False,False,3283433/blended-stealth,53,"[{'trainer': 'Nigel Twiston-Davies', 'trainer_id': 306, 'change_date': '2023-06-30'}]",G,0%,19,-11.00,R D And Mrs J S Chugg,0,GB,D Mullen & Exors Of G Barker,91230,-29.00,1,0%,,2017-04-20,B,"[{'date': '2024-02-05', 'type': 'Wind Surgery'}]",False,0,2,918040,"{'runs': '13', 'wins': '0'}",0,39853,,Supreme Leader
Hexham,17:00,Pointing Pointers Open Hunters' Chase,,3m,5,5yo+,,"£2,823",8,Brandy McQueen,9,gelding,1,,Miss Lucy Brown,Miss Lucy Brown,,False,170,115,109,53,40,2P63-1,,,"2023-10-08 | Brandy McQueen | 3497278 | Scottish Racing Academy Novices' Limited Handicap Chase (GBB Race) | 848752 | Kelso | 27 | 23.5 | 5156 | Brandy McQueen had schooled quite well. I'd say he was fairly green over the first few fences. Ryan (Mania) gave him a fantastic ride. We'll work out a plan for him but this is a great way to start- joint-trainer Harriet Graham, speaking to Racing TV.",,,-,25,IRE,3497278,7,"Hawick, Borders",50103,Down Ace,"{'runs': '14', 'wins': '4'}",0,,IRE,583841,-4.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915324,0.00,0,Chase,False,1122242,Good To Soft,57937,24,False,,7,Yeats,False,3m41y,824143,5321,Turf,0%,IRE,0,"{'runs': '0', 'wins': '0'}",Potassium Partnership 2 Irving & Graham (2026-02-07)||Townshend Fyffe Irving & Graham (2024-06-03)||Townshend Irving & Graham (2023-04-10)||Scott Townshend (2022-05-05),False,False,3497278/brandy-mcqueen,1,"[{'trainer': 'Lucy Brown', 'trainer_id': 35368, 'change_date': '2026-02-26'}, {'trainer': 'Gary Rutherford', 'trainer_id': 32015, 'change_date': '2026-01-24'}, {'trainer': 'Harriet Graham & Gary Rutherford', 'trainer_id': 39224, 'change_date': '2024-09-20'}, {'trainer': 'Harriet Graham', 'trainer_id': 7321, 'change_date': '2022-03-02'}]",G,0%,0,0.00,P Sullivan,0,IRE,Mrs H O Graham,99206,-1.00,4,-,,2017-04-19,B,[],False,0,0,915324,"{'runs': '16', 'wins': '2'}",0,35842,,Generous
Hexham,17:00,Pointing Pointers Open Hunters' Chase,,3m,5,5yo+,,"£2,823",8,Dressedtoimpress,10,gelding,2,,Miss Joanne Murphy,Mr Nick Orpwood,t,False,166,98,,,702,1-,,,"2024-05-11 | Dressedtoimpress | 4117872 | Paxtons Heart Of All England Maiden Hunters' Chase (For The Heart Of All England Trophy) | 865447 | Hexham | 25 | 24 | 5321 | Dressedtoimpress is only a maiden and will come on plenty for that again, that's only his third run over fences. It just happened a bit quick for him the last day - Paddy Barlow, jockey, talking to Sky Sports Racing.",,,-,25,GB,4117872,3,"Grange-over-Sands, Cumbria",217694,Annas Slipper,"{'runs': '1', 'wins': '1'}",0,,IRE,572780,-5.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915324,-1.00,0,Chase,False,1209,Good To Soft,49160,24,False,,3,Shirocco,False,3m41y,655562,5321,Turf,100%,GER,0,"{'runs': '1', 'wins': '1'}",,False,False,4117872/dressedtoimpress,1,"[{'trainer': 'Joanne Murphy', 'trainer_id': 40012, 'change_date': '2024-05-06'}, {'trainer': 'James Latham', 'trainer_id': 31918, 'change_date': '2022-11-26'}]",G,0%,1,0.00,A J Molloy,0,IRE,James Latham,86276,+10.00,5,0%,,2016-04-18,CH,[],False,0,1,915324,"{'runs': '0', 'wins': '0'}",0,41407,,Anshan
Hexham,17:00,Pointing Pointers Open Hunters' Chase,,3m,5,5yo+,,"£2,823",8,Ex SElance,12,gelding,3,,Victor Thompson,Mr Ben Smoult,p,False,166,67,,,46,68P-PP,,,,,0,0%,25,FR,1652399,7,"Alnwick, Northumbria",468,Pampa Brune,"{'runs': '11', 'wins': '0'}",0,,FR,658234,0.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915324,0.00,3,Chase,False,1109817,Good To Soft,527138,24,False,0,7,Saddex,False,3m41y,677180,5321,Turf,5%,GB,3,"{'runs': '9', 'wins': '1'}",The Fifty Fifty Partnership (2021-11-26)||M D Hammond (2018-10-08)||M L Bloodstock Ltd (2018-09-29),False,False,1652399/ex-selance,42,"[{'trainer': 'Micky Hammond', 'trainer_id': 5020, 'change_date': '2021-11-26'}, {'trainer': 'G Cherel', 'trainer_id': 5174, 'change_date': '2018-09-29'}]",G,-,0,-3.00,Mme M Glais & Mme A Glais,0,FR,V Thompson,105048,-24.50,0,-,,2014-03-30,B,[],False,0,2,915324,"{'runs': '15', 'wins': '0'}",0,24960,,Robin Des Champs
Hexham,17:00,Pointing Pointers Open Hunters' Chase,,3m,5,5yo+,,"£2,823",8,Lunar Contact,8,gelding,4,,Susan Corbett,Miss Rebekah Duffy,tp,False,166,100,111,67,40,1PP2-2,,,,"Lunar Contact | 4231785 | He won a point-to-point in Ireland and has been bought by Million In Mind. He's doing everything we've asked of him so far and he's likely to go straight over hurdles, probably over two and a half miles to start. 07-11-22",40,0%,25,USA,4231785,7,"Otterburn, Northumberland",50217,Bobaway,"{'runs': '5', 'wins': '3'}",0,,IRE,768554,-3.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915324,0.00,5,Chase,False,14266,Good To Soft,105810,24,False,0,7,Sea Moon,False,3m41y,4243776,5321,Turf,12%,GB,5,"{'runs': '1', 'wins': '0'}",Keith F J Loads (2025-04-08)||K Loads & Mrs K Bowling (2024-08-24),False,False,4231785/lunar-contact,139,"[{'trainer': 'T Ellis', 'trainer_id': 15838, 'change_date': '2025-04-08'}, {'trainer': 'Georgina Ellis', 'trainer_id': 41300, 'change_date': '2024-08-24'}, {'trainer': 'Mrs G Ellis', 'trainer_id': 8384, 'change_date': '2024-05-25'}, {'trainer': 'Tom Ellis', 'trainer_id': 20164, 'change_date': '2024-03-29'}, {'trainer': 'Alan King', 'trainer_id': 13928, 'change_date': '2023-12-30'}, {'trainer': 'Colin Bowe', 'trainer_id': 22361, 'change_date': '2022-10-01'}]",G,0%,0,-5.00,Burgage Stud,0,IRE,Mrs Susan Corbett,104392,+26.74,3,-,,2018-05-19,B,[],False,0,17,915324,"{'runs': '4', 'wins': '1'}",0,10806,,Shantou
Hexham,17:00,Pointing Pointers Open Hunters' Chase,,3m,5,5yo+,,"£2,823",8,Nassalam,9,gelding,5,,T Ellis,Miss Gina Andrews,,False,166,140,,,72,PP-PPP,,,"2023-12-27 | Nassalam | 3249651 | Coral Welsh Grand National Handicap Chase (Premier Handicap) (Run In Memory Of Kim Gingell) (GBB) | 853185 | Chepstow | 12 | 30.5 | 6730 | It's always been in the back of my mind would he stay and he stayed very well. Nassalam was given a great ride (by Caoilin Quinn). He's committed him a long way out and the horse has kept going for him. He's got a lot of faith in the horse - Gary Moore, trainer, speaking on ITV Racing.||2023-12-09 | Nassalam | 3249651 | Coral Welsh Grand National Trial Handicap Chase (GBB Race) | 854217 | Chepstow | 12 | 23.5 | 5191 | That was a brilliant performance. Nassalam ran a good race at Aintree and we stuck the blinkers on for this as I schooled him with them and he was just a completely different horse. He travelled extremely well, considering the ground, and he definitely stays, which we questioned. We went a good gallop early which helped him travel and he kept on the whole way to the line - Jockey Caoilin Quinn, speaking on Sky Sports Racing.||2022-02-27 | Nassalam | 3249651 | Land & Power Ltd. Novices' Limited Handicap Chase (For The Josh Gifford Cup) (GBB Race) | 803281 | Fontwell | 20 | 19.5 | 4284 | That will be his last run this season. Nassalam had a very hard race at Ascot to win first time. If the owners agree, we'll give him some time off. He was carrying lumps of weight. He's quite a nice horse and he's only a baby. After a summer off we'll have a nice horse on our hands. He's jumping left handed all the time. We checked him out after his run the other day but we need to make sure nothing is amiss - Gary Moore, trainer.||2021-11-26 | Nassalam | 3249651 | Ladbrokes Committed To Safer Gambling Novices' Chase (Grade 2) (The Berkshire) (GBB Race) | 797009 | Newbury | 36 | 20 | 4367 | We had luck on our side for a change with Nassalam. He was hating the ground; it was too quick for him and we got lucky. Whether we'd have got the same result I'm not sure, but I'm glad we won. It's all about jumping and that's the thing he does very well, but we won't be running him again on that ground - it's good ground and he's a slow-ground horse. I think we have to be patient with the weather and his handicap mark shouldn't change too much. I told Jamie to take his time because I wasn't sure he'd get two and a half miles in a true-run race. I think he's enough pace on soft ground for two miles. I think he's very talented and his greatest asset is his jumping. I'd love to go for the Scilly Isles, but he's better going left-handed and he may go to Cheltenham for the Dipper before that - Gary Moore, trainer.||2021-10-30 | Nassalam | 3249651 | Ascot Underwriting Chase (A Novices' Limited Handicap) (GBB Race) | 794773 | Ascot | 2 | 19 | 4135 | When we schooled Nassalam he was deadly. He jumped so well that with his 10lb allowance we had to go this route. I don't really want to go right-handed again. He gave so much ground away today but he's a brave horse because he did make a slight mistake at the first ditch and could have thrown the towel in - Gary Moore, trainer.||2020-12-08 | Nassalam | 3249651 | One More For The Moore's Juvenile Hurdle (GBB Race) | 771638 | Fontwell | 20 | 17.5 | 3902 | Nassalam jumped brilliantly. I really, really like this horse. I know the opposition probably wasn't the best, but it's the way he does it. It's all very easy for him - Jamie Moore, jockey.","Nassalam | 3249651 | He picked up a bit of an injury last winter but he came back in looking great and I was actually delighted with his run at Cheltenham on Saturday. He jumped and travelled nicely, but the ground was on the quick side for him and, when the tempo of the race quickened and he missed a fence, it just got away from him. That race will bring him on and on heavy ground is where he ups his game. He's likely to head towards the Welsh National, which he won in 2023, with another run to get his eye in before. 28-10-25||Nassalam | 3249651 | He won well at Ascot on his first run of the season, when getting up by a nose and that took a lot out of him. He romped home in a Grade 2 after that at Newbury but his two subsequent runs at Plumpton have been very disappointing. The first of them was little more than a donkey race and he was beaten by a mile. He is having a break now and hopefully will come back in a better frame of mind when he returns as he was not playing the game with jumping. I could not really understand why as one of his strengths has been how he handles a fence. He is still a young horse and if we can get him right he will more nice races. 02-02-22",60,0%,25,GER,3249651,,"Rugby, Warwicks",312541,Ramina,"{'runs': '6', 'wins': '1'}",0,,FR,476274,-1.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915324,-2.00,5,Chase,False,1120702,Good To Soft,572780,24,False,0,,Dream Well,False,3m41y,787071,5321,Turf,33%,FR,4,"{'runs': '0', 'wins': '0'}",John Stone (2021-12-27)||Jacques Detre & Patrice Detre (2020-11-09)||Genetique Obstacle (2020-10-01),True,False,3249651/nassalam,3,"[{'trainer': 'Gary & Josh Moore', 'trainer_id': 41396, 'change_date': '2026-04-01'}, {'trainer': 'Gary Moore', 'trainer_id': 7833, 'change_date': '2024-10-07'}, {'trainer': 'G Macaire', 'trainer_id': 10559, 'change_date': '2020-10-01'}]",G,0%,2,-4.00,S A R L Genetique Obstacle,0,GER,John And Yvonne Stone,87501,+3.50,1,0%,,2017-05-14,CH,"[{'date': '2025-11-20', 'type': 'Wind Surgery'}]",False,0,1,915324,"{'runs': '3', 'wins': '1'}",0,15838,,Shirocco
Hexham,17:00,Pointing Pointers Open Hunters' Chase,,3m,5,5yo+,,"£2,823",8,Potters Party,9,gelding,6,,Kelly Morgan,Miss Ellie Callwood,tv,False,166,122,,,331,252P-7,,,"2023-11-07 | Potters Party | 4175233 | Irish Stallion Farms EBF Beginners Chase | 853856 | Fairyhouse | 182 | 24.5 | 5387 | Potters Party seems to be better over fences and jumped well apart from the last two, he was probably very tired on the ground. He was crying out for a test of stamina and hopefully he can build on that - Robbie Power, assistant trainer",Potters Party | 4175233 | I thought he'd improve for a step up in trip at Fairyhouse and that's exactly what happened. He kept going in tough conditions. Stamina looks his strong suit. We might go back to Fairyhouse for the Porterstown Handicap Chase in early December or a three-mile handicap chase back on the inside track there in a few weeks' time. 20-11-23,0,0%,25,GB,4175233,7,"Withcote, Leics",49102,Rosies Rocket,"{'runs': '5', 'wins': '1'}",0,,IRE,660597,-1.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915324,-3.00,1,Chase,False,1053572,Good To Soft,96829,24,False,0,7,Mahler,False,3m41y,4175257,5321,Turf,-,GB,1,"{'runs': '0', 'wins': '0'}",Pot Hunters (2026-04-07),False,False,4175233/potters-party,0,"[{'trainer': 'Henry De Bromhead', 'trainer_id': 1249, 'change_date': '2025-11-22'}]",G,0%,3,-1.00,Mrs Claire Keegan,0,IRE,Julian Taylor,102686,0.00,1,0%,,2017-04-13,B,[],False,0,0,915324,"{'runs': '0', 'wins': '0'}",0,25160,,Definite Article
Hexham,17:00,Pointing Pointers Open Hunters' Chase,,3m,5,5yo+,,"£2,823",8,Whatdeawant,10,gelding,7,,Lucinda Russell & Michael Scudamore,Miss Lisa OConnor,p,False,166,122,,,472,8/353-,,,"2021-12-04 | Whatdeawant | 3340006 | Kilberry Pub & Kitchen Maiden Hurdle (Div I) | 799869 | Navan | 193 | 20 | 4400 | Whatdeawant always gave me the feel he would get there. He will get further but the way he picked up you probably wouldn't be afraid of coming back in trip when the ground gets slower. He has a bit of class - Danny Mullins, rider.||2021-01-03 | Whatdeawant | 3340006 | Jump Into January @fairyhouse (Pro/Am) INH Flat Race | 775262 | Fairyhouse | 182 | 16.5 | 3630 | I'm delighted to have a winner again for the Mulryans. He looks smarter on a racetrack than he does at home. That will do me. I imagine he will go for a winners' bumper unless we go straight to Cheltenham. Patrick was very happy - Willie Mullins, trainer",Whatdeawant | 3340006 | He's a very nice horse but we probably got it a little bit wrong with him as he wants three miles-plus. He could be a long-distance horse on soft ground as he isn't the quickest in the world but has plenty of ability. 30-10-24||Whatdeawant | 3340006 | I think he will be going for the Ballymore as his owners [Sean and Bernardine Mulryan] sponsor the race. He won on his hurdling debut at Navan in December but he didn't do things right at Naas last time in the Grade 1 Lawlor's Of Naas Novice Hurdle. 09-03-22,33.33,8%,25,IRE,3340006,7,"Milnathort, Perth & Kinross",40716,Hidden Reserve,"{'runs': '2', 'wins': '0'}",0,,IRE,732696,0.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915324,0.00,0,Chase,False,1080100,Good To Soft,99911,24,False,,7,Aizavoski,False,3m41y,695027,5321,Turf,19%,IRE,13,"{'runs': '1', 'wins': '0'}",Bernardine And Sean Mulryan (2025-03-07)||Sean & Bernardine Mulryan (2024-04-08)||Sean & Bernardine Mulryan Partnership (2020-12-29),False,False,3340006/whatdeawant,31,"[{'trainer': 'W P Mullins', 'trainer_id': 1475, 'change_date': '2024-04-08'}]",G,-,0,-10.60,Ms Nadja Humphreys,0,IRE,Miss Lucinda V Russell,104889,-15.04,0,-,,2016-04-24,B,[],False,1,6,915324,"{'runs': '2', 'wins': '0'}",0,42490,,Heron Island
Hexham,17:00,Pointing Pointers Open Hunters' Chase,,3m,5,5yo+,,"£2,823",8,Settle Down Jill,6,mare,8,,Norman Sanderson,Mr Henry Crow,,False,159,105,123,70,36,532P52,,,,,,-,25,USA,5689604,3,"Lanark, Lanarkshire",114746,Azaila,"{'runs': '0', 'wins': '0'}",1,,IRE,826314,-1.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915324,+1.75,0,Chase,False,1136739,Good To Soft,96463,24,False,,3,Affinisea,False,3m41y,1629860,5321,Turf,-,IRE,0,"{'runs': '0', 'wins': '0'}",Sullivan Group Limited & Dan Skelton (2026-02-09)||Sullivan Group Limited (2025-09-13)||Sullivan Bloodstock Limited (2025-04-11),False,False,5689604/settle-down-jill,0,"[{'trainer': 'Dan Skelton', 'trainer_id': 16270, 'change_date': '2026-02-09'}]",M,0%,1,0.00,Ballyreddin Stud & Kellsgrange Stud,0,GB,Norman Sanderson,96344,0.00,1,100%,,2020-02-29,B,"[{'date': '2025-06-30', 'type': 'Wind Surgery'}]",False,0,0,915324,"{'runs': '4', 'wins': '0'}",0,16202,,Halling
Hexham,17:35,carpetgallop.co.uk Pro Fibre Surface Setting Standards Open NH Flat Race (Cat 1 Elim) (GBB Race),,2m,4,4-6yo,,"£3,540",8,Ar Ais Aris,5,gelding,1,,Lucinda Russell & Michael Scudamore,Derek Fox,,False,157,,,,,,,,,,33.33,8%,25,FR,8423294,,"Milnathort, Perth & Kinross",113887,Palm Sur,"{'runs': '0', 'wins': '0'}",1,,IRE,602597,-27.60,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915323,-2.60,15,NH Flat,False,1124331,Good To Soft,480147,16,False,7,,Walk In The Park,False,2m48y,841143,3568,Turf,19%,IRE,13,"{'runs': '0', 'wins': '0'}",,False,False,8423294/ar-ais-aris,31,[],G,15%,5,-10.60,Danes Well,19,IRE,Brahms & Liszt,88471,-15.04,129,20%,,2021-02-15,B,[],False,1,6,915323,"{'runs': '0', 'wins': '0'}",1,42490,,Urban Ocean
Hexham,17:35,carpetgallop.co.uk Pro Fibre Surface Setting Standards Open NH Flat Race (Cat 1 Elim) (GBB Race),,2m,4,4-6yo,,"£3,540",8,Captain Barbossa,5,gelding,2,,Sandy Thomson,Patrick Wadge,,False,157,,,,,,,,,,40,20%,25,IRE,9083750,,"Lambden, Berwicks",203205,Sea My Angel,"{'runs': '0', 'wins': '0'}",0,,GB,773055,-32.84,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915323,-7.00,5,NH Flat,True,1062962,Good To Soft,671647,16,False,20,,Born To Sea,False,2m48y,1009202,3568,Turf,8%,IRE,5,"{'runs': '0', 'wins': '0'}",,False,False,9083750/captain-barbossa,66,[],G,13%,7,-2.25,Andrew Spalding,8,FR,Mrs A M Thomson,100439,-25.38,61,0%,,2021-04-27,B,[],False,1,5,915323,"{'runs': '0', 'wins': '0'}",1,4471,,Dark Angel
Hexham,17:35,carpetgallop.co.uk Pro Fibre Surface Setting Standards Open NH Flat Race (Cat 1 Elim) (GBB Race),,2m,4,4-6yo,,"£3,540",8,Cricket Hill Denis,5,gelding,3,,Mark Walford,Danny McMenamin,,False,157,,108,32,17,74,,,,,43.75,11%,25,USA,8945012,,"Sheriff Hutton, N Yorks",159609,What An Flyer,"{'runs': '2', 'wins': '0'}",10,,IRE,800133,-5.82,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915323,-3.65,16,NH Flat,False,1132301,Good To Soft,84412,16,False,6,,Hillstar,False,2m48y,708687,3568,Turf,19%,GB,9,"{'runs': '0', 'wins': '0'}",,False,False,8945012/cricket-hill-denis,133,[],G,16%,32,-3.00,Ms Sandra Goldsmith,26,IRE,J Sheard,97855,-25.26,160,31%,,2021-03-23,CH,[],False,1,25,915323,"{'runs': '1', 'wins': '0'}",1,28876,,Broadway Flyer
Hexham,17:35,carpetgallop.co.uk Pro Fibre Surface Setting Standards Open NH Flat Race (Cat 1 Elim) (GBB Race),,2m,4,4-6yo,,"£3,540",8,Dans Allstar,5,gelding,4,,Philip Kirby,Joe Williamson,,False,157,,,,,,,,,,37.5,25%,25,USA,7238176,,"East Appleton, N Yorks",370025,Be My Allstar,"{'runs': '0', 'wins': '0'}",3,,IRE,601396,-32.76,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915323,+4.00,24,NH Flat,False,21013,Good To Soft,63231,16,False,17,,Malinas,False,2m48y,669033,3568,Turf,8%,GER,12,"{'runs': '0', 'wins': '0'}",,False,False,7238176/dans-allstar,48,[],G,6%,15,+7.00,Dan Rohan,3,IRE,The Dans Allstar Partnership,95218,-38.20,47,20%,,2021-05-14,BR,[],False,3,4,915323,"{'runs': '0', 'wins': '0'}",4,18875,,Fourstars Allstar
Hexham,17:35,carpetgallop.co.uk Pro Fibre Surface Setting Standards Open NH Flat Race (Cat 1 Elim) (GBB Race),,2m,4,4-6yo,,"£3,540",8,Blue Skies Ahead,6,mare,5,,David Killahena & Graeme McPherson,Nick Slatter,t,False,150,,96,78,30,5,,,,,20,0%,25,FR,6425009,3,"Stow-on-the-Wold, Gloucs",269087,One Gulp,"{'runs': '1', 'wins': '0'}",0,,GB,703532,-1.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915323,-4.00,10,NH Flat,False,178,Good To Soft,76009,16,False,0,3,Blue Bresil,False,2m48y,673933,3568,Turf,75%,FR,6,"{'runs': '0', 'wins': '0'}",,True,False,6425009/blue-skies-ahead,4,"[{'trainer': 'Graeme McPherson', 'trainer_id': 18001, 'change_date': '2026-03-09'}, {'trainer': 'David Killahena & Graeme McPherson', 'trainer_id': 40576, 'change_date': '2025-01-07'}]",M,0%,4,-6.00,R J McAlpine,0,GB,DL Adams JA Adams & G McPherson,88451,+1.16,1,0%,,2020-04-11,B,"[{'date': '2026-02-14', 'type': 'Wind Surgery'}]",False,0,3,915323,"{'runs': '0', 'wins': '0'}",0,40576,,Hernando
Hexham,17:35,carpetgallop.co.uk Pro Fibre Surface Setting Standards Open NH Flat Race (Cat 1 Elim) (GBB Race),,2m,4,4-6yo,,"£3,540",8,Gaelic Heather,5,mare,6,,T Ellis,Jack Andrews,,False,150,,,,,,,,,,60,0%,25,USA,7200373,,"Rugby, Warwicks",324928,Accardi,"{'runs': '0', 'wins': '0'}",0,,IRE,865578,+4.50,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915323,-3.00,5,NH Flat,False,1108004,Good To Soft,66840,16,False,0,,Order Of St George,False,2m48y,781855,3568,Turf,33%,IRE,4,"{'runs': '0', 'wins': '0'}",,False,False,7200373/gaelic-heather,3,[],M,50%,3,-4.00,David Russell,1,IRE,O Williams,98137,+3.50,2,0%,,2021-04-08,GR,[],False,0,1,915323,"{'runs': '0', 'wins': '0'}",0,15838,,Great Palm
Hexham,17:35,carpetgallop.co.uk Pro Fibre Surface Setting Standards Open NH Flat Race (Cat 1 Elim) (GBB Race),,2m,4,4-6yo,,"£3,540",8,Western Games,5,mare,7,,Tim Easterby,Sean Quinlan,,False,150,,,,,,,,,,27.27,0%,25,IRE,9083751,,"Great Habton, N Yorks",343135,Oscars Prospect,"{'runs': '0', 'wins': '0'}",5,,IRE,561095,-76.41,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915323,-0.13,33,NH Flat,False,1072456,Good To Soft,462135,16,False,0,,Westerner,False,2m48y,954783,3568,Turf,10%,GB,3,"{'runs': '0', 'wins': '0'}",,False,False,9083751/western-games,51,[],M,17%,24,-3.00,Mountainview Stud Ltd Tipperary,43,IRE,Habton Racing,82485,-21.80,247,21%,,2021-04-20,BR,[],False,0,5,915323,"{'runs': '0', 'wins': '0'}",0,10152,,Oscar
Hexham,17:35,carpetgallop.co.uk Pro Fibre Surface Setting Standards Open NH Flat Race (Cat 1 Elim) (GBB Race),,2m,4,4-6yo,,"£3,540",8,Moorhead,4,gelding,8,,Mark Walford,Jamie Hamilton,,False,149,,,,,,,,,,43.75,11%,25,CAN,8913414,,"Sheriff Hutton, N Yorks",370664,Scotland Act,"{'runs': '0', 'wins': '0'}",3,,GB,786139,-84.46,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915323,+293.00,16,NH Flat,False,1079081,Good To Soft,513982,16,False,6,,Arrigo,False,2m48y,2583905,3568,Turf,19%,GER,9,"{'runs': '0', 'wins': '0'}",,False,False,8913414/moorhead,133,"[{'trainer': 'Charlie Sprake', 'trainer_id': 41386, 'change_date': '2026-04-07'}]",G,12%,18,-3.00,Yorton Farm Stud,20,FR,New Vision Bloodstock And Paul Drury,90517,-25.26,172,17%,,2022-02-03,B,[],False,1,25,915323,"{'runs': '0', 'wins': '0'}",1,28876,,Caballo Raptor
Hexham,17:35,carpetgallop.co.uk Pro Fibre Surface Setting Standards Open NH Flat Race (Cat 1 Elim) (GBB Race),,2m,4,4-6yo,,"£3,540",8,See Me Soon,4,gelding,9,,Nicky Henderson,NON-RUNNER,,False,149,,,,,,,,,,30,21%,25,GB,9029062,,"Upper Lambourn, Berks",354509,Whoops A Daisy,"{'runs': '0', 'wins': '0'}",0,,GB,748243,0.00,2026-04-13,https://www.racingpost.com/racecards/25/hexham/2026-04-13/915323,0.00,20,NH Flat,True,1040862,Good To Soft,96829,16,False,20,,Nathaniel,True,2m48y,740681,3568,Turf,20%,IRE,19,"{'runs': '0', 'wins': '0'}",,False,False,9029062/see-me-soon,5,[],G,-,0,-11.49,N J Henderson And Mrs S A Aston,0,GB,G Snell And Miss E Snell,74971,-1.75,0,-,,2022-04-23,B,[],False,4,1,915323,"{'runs': '0', 'wins': '0'}",4,311,,Definite Article
