course,off_time,race_name,pattern,distance_round,race_class,age_band,rating_band,prize,field_size,name,age,sex,number,draw,trainer,jockey,headgear,headgear_first,lbs,ofr,rpr,ts,last_run,form,comment,spotlight,quotes,stable_tour,trainer_rtf,handicap,stats_jockey_ovr_wins_pct,distance,stats_trainer_last_14_wins,prev_trainers,dob,breeder_id,jockey_id,stats_horse_going,distance_y,trainer_14_days_runs,wind_surgery_first,breeder,damsire_id,stats_trainer_ovr_wins_pct,course_detail,reserve,trainer_14_days_percent,silk_url,race_id,stats_jockey_last_14_wins_pct,stats_trainer_ovr_profit,stats_trainer_last_14_wins_pct,region,stats_trainer_last_14_runs,href,profile,owner_id,trainer_location,stats_jockey_last_14_runs,stats_jockey_ovr_profit,race_type,course_id,damsire,horse_id,medical,sire_region,stats_jockey_ovr_runs,surface,date,sire_id,stats_horse_distance,stats_trainer_ovr_runs,colour,stats_jockey_last_14_profit,distance_f,dam_region,damsire_region,claim,dam_id,prev_owners,wind_surgery_second,sex_code,sire,non_runner,dam,stats_jockey_last_14_wins,trainer_id,stats_trainer_ovr_wins,stats_trainer_last_14_profit,silk_path,jockey_allowance,gelding_first_time,going,trainer_14_days_wins,stats_horse_course,stats_jockey_ovr_wins,owner
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Joya Del Mar,8,mare,5,,Dermot A McLoughlin,Danny Mullins,,False,162,94,101,85,26,-PU864,0-21 but some good efforts all the same; kept on for 4th here after an absence last time,"No wins from 21 starts but some good efforts all the same, including when a close second here in a 2023 maiden (2m4f, soft); returned from an absence here last time when keeping on for a 14.5l fourth (2m5f, yielding); that should have brought her on.",,,0,True,8%,3m,0,[],2018-03-12,1075955,87524,"{'runs': '6', 'wins': '0'}",5280,8,False,P J Conway,602494,5%,,False,0,,917343,0%,-27.00,0%,IRE,7,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,5003648/joya-del-mar,297066,"Bodeen, Ratoath, Co Meath",27,+86.80,Hurdle,180,Footstepsinthesand,5003648,[],IRE,48,Turf,2026-04-12,851050,"{'runs': '3', 'wins': '0'}",82,B,-27.00,24,IRE,GB,,969016,Miss S Mangan & Mrs T Giles-Fahey (2024-12-23)||Miss S Mangan (2024-12-08)||Mrs P J Conway (2024-02-08),False,M,Ol Man River,False,Sand Reef,0,23007,4,-7.00,,,False,Good,0,"{'runs': '4', 'wins': '0'}",4,Mrs T Giles-Fahey & Miss S Mangan
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Diaduit Buachaill,5,gelding,6,,Gary McGill,Mr D McGill,,False,161,93,89,66,26,5608,Modest m'den form and similarly moderate on h'cap debut here; others more appealing,"Modest maiden form and similarly moderate on handicap debut here last month (2m5f, yielding); others more appealing.",,,66.67,True,8%,3m,0,[],2021-05-06,4312,100378,"{'runs': '0', 'wins': '0'}",5280,3,False,Patrick Murphy,105810,8%,,False,0,,917343,0%,+1.00,0%,IRE,3,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,8299903/diaduit-buachaill,158458,"Upperlands, Maghera",3,-15.50,Hurdle,180,Shantou,8299903,[],IRE,24,Turf,2026-04-12,738940,"{'runs': '0', 'wins': '0'}",12,B,-3.00,24,IRE,USA,7,5845785,,False,G,Joshua Tree,False,Graces Treasure,0,35399,1,-3.00,,7,False,Good,0,"{'runs': '2', 'wins': '0'}",2,Gary McGill
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,John Storey,8,gelding,7,,Ian Patrick Donoghue,Conor Stone-Walsh,tp,False,161,93,103,51,14,876P4P,Positive stable debut when fourth but never travelling when fav' latest; questions now,"Big-field Fairyhouse handicap hurdle winner on New Year's Day 2025 off 1lb higher (3m1f, yielding to soft); well beaten in final starts for Liam Cusack, but his fourth at Punchestown on stable debut was a positive (2m7f, heavy); 100-30 favourite at Downpatrick last time but was never travelling; questions to answer now.","2025-01-01 | John Storey | 58958877 | Happy Retirement To Noel Fanning Handicap Hurdle | 884915 | Fairyhouse | 182 | 24.5 | 5390 | John Storey got a very good ride. They went very quick early on and Danny just took his time. He ran a nice race at Punchestown last time. He's all stamina and he's tough. Hopefully he can jump a fence somewhere down the line - Liam Cusack, trainer.",,28.57,True,7%,3m,0,"[{'trainer': 'Liam P Cusack', 'trainer_id': 16261, 'change_date': '2026-01-21'}]",2018-04-03,1071336,101851,"{'runs': '3', 'wins': '0'}",5280,14,False,Derrymore House Syndicate,603566,17%,,False,0,,917343,9%,+2.41,0%,IRE,14,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,58958877/john-storey,343592,"Clonalvy, County Meath",11,-4.00,Hurdle,180,Scorpion,58958877,[],IRE,29,Turf,2026-04-12,583841,"{'runs': '12', 'wins': '1'}",41,B,-1.00,24,IRE,IRE,,894536,Michael P Heery (2026-01-21),False,G,Yeats,False,Fore And Aft,1,38240,7,-14.00,,,False,Good,0,"{'runs': '0', 'wins': '0'}",2,Jmccrew Syndicate
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Ardera Gun,6,gelding,8,,Eoin Doyle,Paddy Cody,tb,True,157,89,103,65,101,74-000,Has failed to finish closer than tenth in three handicap hurdle attempts; up against it,Has failed to finish closer than tenth in three handicap hurdle attempts; up against it; new headgear tried.,,,50,True,0%,3m,0,[],2020-04-28,1100682,101820,"{'runs': '2', 'wins': '0'}",5280,4,False,Pat McGrath,71020,0%,,False,0,,917343,0%,-7.00,0%,IRE,3,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,5787792/ardera-gun,169664,"Mooncoin, Co Kilkenny",2,-1.00,Hurdle,180,Take Risks,5787792,[],IRE,1,Turf,2026-04-12,583841,"{'runs': '0', 'wins': '0'}",7,GR,-2.00,24,FR,FR,7,635499,Mrs P Doyle (2025-11-11),False,G,Yeats,False,Dahara,0,14839,0,-3.00,,7,False,Good,0,"{'runs': '0', 'wins': '0'}",0,Ms G C Murphy
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Jack Inthe Jukebox,6,gelding,9,,J P Flavin,Darragh OKeeffe,,False,157,89,93,67,138,099,Modest point form and similar story in m'dens; not much to recommend him on h'cap debut,"Modest form in point-to-points and similar story in three maiden hurdles; makes handicap debut now, but not much to recommend him.",,,50,True,13%,3m,0,[],2020-05-25,1132957,96391,"{'runs': '0', 'wins': '0'}",5280,4,False,Mr Tom Coughlan,84412,22%,,False,0,,917343,10%,+20.50,0%,IRE,3,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,7404559/jack-inthe-jukebox,362726,"Tramore, Co Waterford",31,+11.75,Hurdle,180,Broadway Flyer,7404559,[],IRE,77,Turf,2026-04-12,709548,"{'runs': '0', 'wins': '0'}",9,GR,-14.50,24,IRE,USA,,766235,,False,G,Jukebox Jury,False,Dawn Flyer,3,38089,2,-3.00,,,False,Good,0,"{'runs': '0', 'wins': '0'}",10,The Jurys Out Syndicate
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Wakey Wakey Man,6,gelding,10,,Cian Collins,Jordan Gainford,,False,156,88,108,76,45,638264,Placed in two big-field h'caps since joining this stable; capable of getting involved,"0-9 over hurdles but placed in two big-field handicaps for new stable since December, more recently when clear second behind well-backed rival at Fairyhouse in January (2m4f, soft); a bit below his best when fourth at Ludlow last time (2m5f, good to soft); capable of getting involved.",,,21.43,True,13%,3m,2,"[{'trainer': 'Miss Ellmarie Holden', 'trainer_id': 32146, 'change_date': '2025-11-13'}, {'trainer': 'James Daniel Dullea', 'trainer_id': 23369, 'change_date': '2025-07-17'}]",2020-05-18,1048937,99256,"{'runs': '2', 'wins': '0'}",5280,15,False,Miss Lisa Pyne,464891,4%,,False,13,,917343,0%,-21.00,14%,IRE,14,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,5633108/wakey-wakey-man,300464,"Navan, Co Meath",22,-5.15,Hurdle,180,Saddlers Hall,5633108,[],IRE,55,Turf,2026-04-12,895122,"{'runs': '0', 'wins': '0'}",27,B,-22.00,24,IRE,IRE,,636828,Cian Collins (2025-12-13)||Mrs Catherine Holden (2025-11-13)||MDSG Racing Partnership (2025-07-17),False,G,Idaho,False,Ballybrowney Hall,0,39540,1,+27.00,,,False,Good,2,"{'runs': '0', 'wins': '0'}",7,One For No Reason Syndicate
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Lecales Diamond,6,gelding,11,,Gavin Cromwell,Keith Donoghue,,False,154,86,101,50,99,0-0036,Tailed off on h'cap debut but may do better after creditable runs over fences recently,"Tailed off on handicap hurdle debut at Navan off 1lb higher (2m, heavy); reverts to hurdles now after some creditable performances in two beginners' chases; may do better now trying this trip over hurdles.",,,40,True,10%,3m,5,[],2020-05-08,1107273,88732,"{'runs': '0', 'wins': '0'}",5280,56,False,Ballyhampshire Stud Ltd,500326,9%,,False,13,,917343,8%,-57.17,11%,IRE,47,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,7082582/lecales-diamond,356573,"Navan, Co. Meath",25,-6.50,Hurdle,180,Beat All,7082582,[],FR,63,Turf,2026-04-12,740223,"{'runs': '0', 'wins': '0'}",130,B,-12.00,24,GB,USA,,3309316,,False,G,Diamond Boy,False,Canto Creek,2,17836,12,-5.50,,,False,Good,7,"{'runs': '0', 'wins': '0'}",6,Michael P Byrne
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Lady Iseult,11,mare,12,,Dermot A McLoughlin,P J OHanlon,tp,True,153,85,100,,898,PP040/,Can only be watched returning from an absence of more than two years,Sole win came over 2m5f at Roscommon over three years ago; absent over two years and can only be watched.,"2022-06-14 | Lady Iseult | 4189536 | Country Music Festival Here On June 19th Handicap Hurdle | 815223 | Roscommon | 196 | 20.5 | 4525 | Lady Iseult had been running well in maidens and it was a bit my fault the last day, I fell off her. Thankfully she's got the job done there - Paddy O'Hanlon, rider.",,0,True,5%,3m,0,[],2015-05-16,12058,94645,"{'runs': '6', 'wins': '1'}",5280,8,False,P J Reynolds,62690,5%,,False,0,,917343,0%,-27.00,0%,IRE,7,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,4189536/lady-iseult,31162,"Bodeen, Ratoath, Co Meath",4,+4.00,Hurdle,180,Exit To Nowhere,4189536,[],IRE,42,Turf,2026-04-12,640322,"{'runs': '1', 'wins': '0'}",82,CH,-4.00,24,IRE,USA,,827558,,False,M,Dylan Thomas,False,Bonny River,0,23007,4,-7.00,,,False,Good,0,"{'runs': '1', 'wins': '0'}",2,B P Beggan
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Coppola,7,mare,13,,Gordon Elliott,Jack Kennedy,,False,152,84,101,95,14,0-0822,Improved in two runs for Elliott; 7.5l behind Cozone in second last time but 9lb swing now,"Maiden point-to-pointer has improved in two runs for Gordon Elliott; finished runner-up here last month (2m5f, yielding) when beaten just 0.75l and keeping on; filled the same position at Downpatrick two weeks ago (2m6f, yielding to soft) when 7.5l behind the reopposing Cozone; 9lb swing with that rival now; big player.",,,33.7,True,40%,3m,9,"[{'trainer': 'C A McBratney', 'trainer_id': 11039, 'change_date': '2026-03-12'}, {'trainer': 'P M Cloke', 'trainer_id': 14747, 'change_date': '2025-12-17'}]",2019-04-19,1130912,94503,"{'runs': '0', 'wins': '0'}",5280,92,False,Mr Paul McKeon,42337,26%,,False,11,,917343,14%,+5.08,10%,IRE,88,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,58958880/coppola,369319,"Longwood, Co Meath",35,+18.76,Hurdle,180,Old Vic,58958880,[],USA,84,Turf,2026-04-12,96578,"{'runs': '0', 'wins': '0'}",305,B,-11.04,24,IRE,GB,,883522,Templeburn Racing Syndicate (2026-03-12)||Liam Leacy (2025-12-17),False,M,Flemensfirth,False,Bayside Belle,5,18145,80,+31.46,,,False,Good,10,"{'runs': '2', 'wins': '0'}",34,JPFM Racing Partnership
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Georginas Jet,5,mare,14,,Paul John Gilligan,Jack G Gilligan,,False,152,84,102,89,197,73328P,Placed three times in Aug'; unseen since PU at Listowel in Sept; others preferred,"Placed in three successive races in August at 2m2f-22.5f; unseen since being pulled up at Listowel in September (2m6f, good to yielding) when wearing a first-time tongue tie, which is now left off; others preferred.",,,33.33,True,0%,3m,0,[],2021-04-21,14463,99479,"{'runs': '8', 'wins': '0'}",5280,3,False,George Mullins,84432,0%,,False,0,,917343,0%,-1.00,0%,IRE,3,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,7525307/georginas-jet,358151,"Athenry, Co Galway",4,-9.00,Hurdle,180,Kings Theatre,7525307,[],GB,9,Turf,2026-04-12,761950,"{'runs': '1', 'wins': '0'}",1,B,-4.00,24,IRE,IRE,5,1437136,Natalie Gilligan (2025-05-08),False,M,Jet Away,False,Georgina Valleya,0,13084,0,-3.00,,5,False,Good,0,"{'runs': '0', 'wins': '0'}",0,S & M Syndicate
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Knocknagoran Lady,7,mare,15,,Cian Hughes,Daniel King,tv,True,150,82,101,45,39,34P-78,No impression on seasonal return and tailed off when surprisingly sent off fav' last time,"Showed mild promise last season prior to being pulled up on her final start here; no telling impression when a well-beaten seventh on seasonal return at Fairyhouse in January (2m4f, soft); was a somewhat surprising 100-30 favourite at Naas last time when tailed off; new headgear is reached for now.",,,100,True,4%,3m,0,[],2019-04-12,1130069,101060,"{'runs': '4', 'wins': '0'}",5280,2,False,Damien Healion,471066,0%,,False,0,,917343,4%,-2.00,0%,IRE,2,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,6156767/knocknagoran-lady,147043,"Newcastle, Co. Dublin",25,-21.09,Hurdle,180,Kayf Tara,6156767,[],GER,23,Turf,2026-04-12,658504,"{'runs': '0', 'wins': '0'}",2,B,-16.00,24,GB,GB,,4934673,Mrs Emma Healion (2025-12-17),False,M,Lauro,False,Rathleek,1,41495,0,-2.00,,,False,Good,0,"{'runs': '1', 'wins': '0'}",1,Noel Flanagan
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Artic Chief,5,gelding,16,,Liam Lennon,Donagh Meyler,,False,148,80,102,40,93,90P8P,Nothing positive to take from m'dens runs nor h'cap debut last time; hard to fancy,Nothing positive to take from his four maiden runs and he was pulled up at Naas for his first handicap; hard to make a case for.,,,50,True,10%,3m,0,[],2021-04-03,1138753,92335,"{'runs': '0', 'wins': '0'}",5280,2,False,Brendan Glavin & Derek OFlaherty,110930,4%,,False,0,,917343,29%,-19.00,0%,IRE,2,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,7499464/artic-chief,210779,"Newry, Co. Down",21,-25.63,Hurdle,180,Dr Massini,7499464,[],USA,48,Turf,2026-04-12,743820,"{'runs': '0', 'wins': '0'}",26,B,+16.00,24,IRE,IRE,,983730,,False,G,Arctic Cosmos,False,The Lastonetogo,6,14941,1,-2.00,,,False,Good,0,"{'runs': '2', 'wins': '0'}",5,G Kieran Strain
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Head For Home,6,gelding,17,,Oliver McKiernan,Phillip Enright,p,False,148,80,104,84,138,B-0025,Big step forward when second in Oct'; okay fifth next time; trainer in better form now,"Took a big step forward off reduced mark in first-time cheekpieces at Punchestown in October when second to a clear winner (2m4f, good to yielding); respectable enough effort on soft ground at Tramore last time when fifth (2m5f); trainer in better form now, so not discounted.",,,42.86,True,3%,3m,1,[],2020-03-31,2254,82680,"{'runs': '4', 'wins': '0'}",5280,7,False,William Mangan,465858,4%,,False,14,,917343,5%,-18.00,14%,IRE,7,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,5937844/head-for-home,322114,"Rathcoole, Co Dublin",20,-24.50,Hurdle,180,Croco Rouge,5937844,[],GB,32,Turf,2026-04-12,845318,"{'runs': '1', 'wins': '0'}",23,GR,-15.00,24,IRE,IRE,,812345,,False,G,Kingston Hill,False,Izabelle Amie,1,12846,1,-2.00,,,False,Good,1,"{'runs': '0', 'wins': '0'}",1,Keep The Faith Bloodstock Limited
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Duce Bigalow,7,gelding,18,,Colm Ryan,G B Noonan,,False,147,79,102,,50,P52522,Consistent over fences; runs from 9lb lower hurdles mark but better ground a worry,"Consistent over fences recently; finished second at Naas in December (2m, heavy) and bounced back from a below par run with two runner-up finishes in his last two starts at Navan (3m, soft to heavy) and Fairyhouse (3m, heavy); makes stable debut back over hurdles off a 9lb lower mark, but may not be as effective over timber and ground also a question.",,,,True,6%,3m,0,"[{'trainer': 'Seamus Neville', 'trainer_id': 7832, 'change_date': '2026-04-07'}]",2019-04-16,12341,93079,"{'runs': '2', 'wins': '0'}",5280,0,False,Mrs Brenda Cunningham,304239,-,,False,,,917343,0%,0.00,-,IRE,0,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,5428921/duce-bigalow,370655,"Askeaton, Co Limerick",8,-12.75,Hurdle,180,Bob Back,5428921,[],IRE,16,Turf,2026-04-12,769921,"{'runs': '2', 'wins': '0'}",0,B,-8.00,24,IRE,USA,,814779,Mrs S Neville (2026-04-07),False,G,Pour Moi,False,Bobbina,0,41903,0,0.00,,,False,Good,0,"{'runs': '1', 'wins': '0'}",1,James Woods & A M Ryan & Donie Culloty & D Enright
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Youknowme,5,gelding,19,,P J Rothwell,Dylan Robinson,,False,142,74,92,54,204,00060,Tailed off in four m'dens and not much better in h'cap when last seen; unlikely,Tailed off in four maiden hurdles and not much better on handicap debut at Navan when last seen in September; unlikely.,,,35.9,True,11%,3m,1,[],2021-04-06,1139241,91978,"{'runs': '1', 'wins': '0'}",5280,39,False,Miss D Quigley,96595,8%,,False,3,,917343,0%,+49.00,3%,IRE,39,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,7806362/youknowme,112272,"Tinahely, Co Wicklow",8,-4.00,Hurdle,180,Presenting,7806362,[],IRE,9,Turf,2026-04-12,660612,"{'runs': '0', 'wins': '0'}",79,CH,-8.00,24,IRE,GB,,1398108,P J Rothwell (2025-07-31),False,G,Soldier Of Fortune,False,Presenting Pearl,0,13570,6,-31.00,,,False,Good,1,"{'runs': '0', 'wins': '0'}",1,Thomas OToole
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Imbolc,8,gelding,20,,E Sheehy,Sean Cleary-Farrell,p,False,140,72,103,,24,8-6PF0,No wins from 13 over hurdles and recent form not encouraging,Is 0-17 (0-13 over hurdles) and recent form doesn't suggest he's ready to shed his maiden tag.,,,,True,0%,3m,0,[],2018-02-22,1132221,100828,"{'runs': '3', 'wins': '0'}",5280,1,False,Mrs Geraldine Drea,84432,0%,,False,0,,917343,50%,-9.00,-,IRE,0,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,4753567/imbolc,305065,"Graiguenamanagh, Co Kilkenny",2,-5.00,Hurdle,180,Kings Theatre,4753567,[],GB,5,Turf,2026-04-12,561095,"{'runs': '4', 'wins': '0'}",9,BB,+21.00,24,IRE,IRE,7,4753602,R Graffin & Mrs L Graffin (2024-11-14),False,G,Westerner,False,Wells Theatre,1,10578,0,0.00,,7,False,Good,0,"{'runs': '0', 'wins': '0'}",0,HoustyBill Syndicate
Down Royal,15:35,Fibrus Says Neigh To Price Hikes Handicap Hurdle,,3m,,4yo+,0-100,"€5,900",20,Peppers Corner,7,mare,21,,Edward F Power,,p,True,151,83,77,55,12,/00070,Reserve; didn't set the world alight in m'den hurdles and no improvement on h'cap debut,First reserve; point-to-point winner didn't set the world alight in maiden hurdles and no improvement sent handicapping at Limerick last time.,,,33.33,True,,3m,0,"[{'trainer': 'Patrick Eugene Turley', 'trainer_id': 37639, 'change_date': '2025-04-16'}]",2019-05-05,1131030,,"{'runs': '1', 'wins': '0'}",5280,3,False,Anita Acheson,96578,-,,True,0,,917343,,0.00,0%,IRE,3,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917343,5098062/peppers-corner,241640,"Ballycahill, Thurles",,,Hurdle,180,Flemensfirth,5098062,[],FR,,Turf,2026-04-12,740223,"{'runs': '0', 'wins': '0'}",0,B,,24,IRE,USA,,1718941,,False,M,Diamond Boy,False,Rosesnraspberries,,40087,0,-3.00,,,False,Good,0,"{'runs': '1', 'wins': '0'}",,Ms Anita Acheson
Down Royal,16:07,Giddy Up And Switch To Fibrus Broadband Beginners Chase,,2m4½f,,5yo+,,"€7,657",6,Astley,6,gelding,1,,Paul Traynor,Alex Harvey,,False,166,,,,22,20-075,Tailed off in only point; beaten very few rivals over hurdles and tries fences now,"Tailed off in only point-to-point; best of six runs under rules was a distant runner-up finish at Clonmel in a bumper (2m4f, good to yielding); has beaten very few rivals in three runs over hurdles and tries fences now.",,,,False,14%,2m4f88y,0,[],2020-05-01,1129020,8992,"{'runs': '0', 'wins': '0'}",4488,0,False,Neville Reid,462135,0%,,False,,,917344,0%,-17.00,-,IRE,0,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917344,6604816/astley,235968,"Templepatrick, Co Antrim",11,+1.70,Chase,180,Oscar,6604816,[],IRE,29,Turf,2026-04-12,865578,"{'runs': '2', 'wins': '0'}",17,B,-11.00,20.5,GB,IRE,,1398177,,False,G,Order Of St George,False,All My Judges,0,36184,0,0.00,,,False,Good,0,"{'runs': '1', 'wins': '0'}",4,Miss K McNeilly
Down Royal,16:07,Giddy Up And Switch To Fibrus Broadband Beginners Chase,,2m4½f,,5yo+,,"€7,657",6,Ballybow,7,gelding,2,,Gordon Elliott,Jack Kennedy,b,False,166,120,125,79,35,-85549,Useful 128-rated hurdler has been poor over fences this term; 13lb to find on ratings,"Useful 128-rated hurdler last season, including a Grade 3 win; well beaten over various trips in four beginners' chases this season, fourth behind King Alexander at Gowran was his best effort; tailed off in the Leinster National at Naas last time when 3m1f on soft to heavy may have been too far; 13lb to find on ratings with Sandor Clegane, but that rival is not the most solid.","2025-02-13 | Ballybow | 5671308 | Surehaul Mercedes-Benz Novice Hurdle (Grade 3) | 887903 | Clonmel | 177 | 24 | 5304 | Ballybow drops head and showed a good attitude, that's what I liked about this performance. He'll go for the Albert Bartlett now - Gordon Elliott, trainer||2025-01-26 | Ballybow | 5671308 | Irish Stallion Farms EBF Maiden Hurdle | 886759 | Naas | 192 | 18.5 | 4110 | Ballybow loved that ground today. He's a nice horse and can step up in trip no problem - Sam Ewing, rider.","Ballybow | 5671308 | He won a Grade 3 at Clonmel last season, so we had a crack at the Albert Bartlett with him. That didn't work out for him but I've a feeling you'll see a different horse over fences. You'll see him in a beginners' chase once we get a bit of rain. 26-10-25",33.7,False,40%,2m4f88y,9,[],2019-05-02,1070007,94503,"{'runs': '0', 'wins': '0'}",4488,92,False,Drumlin Bloodstock,583841,26%,,False,11,,917344,14%,+5.08,10%,IRE,88,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917344,5671308/ballybow,113523,"Longwood, Co Meath",35,+18.76,Chase,180,Yeats,5671308,[],USA,84,Turf,2026-04-12,96578,"{'runs': '2', 'wins': '0'}",305,B,-11.04,20.5,IRE,IRE,,883538,,False,G,Flemensfirth,False,Avichi,5,18145,80,+31.46,,,False,Good,10,"{'runs': '1', 'wins': '0'}",34,Gigginstown House Stud
Down Royal,16:07,Giddy Up And Switch To Fibrus Broadband Beginners Chase,,2m4½f,,5yo+,,"€7,657",6,Meet And Greet,10,gelding,3,,Oliver McKiernan,Phillip Enright,,False,166,131,121,105,84,2P-758,"Three chase runs have not been encouraging, but rating gives him a good chance if on song","No wins since December 2024 and three chase efforts to date have not been super encouraging; beaten 23l in a Thurles handicap last time (2m5f, yielding); nonetheless, he's the second highest rated of the field here and possibilities if putting his best foot forward.","2022-02-12 | Meet And Greet | 3162593 | Cavan Developments Supporting Kill GAA Maiden Hurdle (Div I) | 804756 | Naas | 192 | 15.5 | 3431 | Meet And Greet had a few niggly problems since the last day but that was good. The rail helped him in the end, I thought for a while that Rachael was holding him. I'm delighted we won it anyway. On a little bit better ground he'd be even better and he'll probably be heading for Fairyhouse and Punchestown - Oliver McKiernan, trainer.||2021-03-08 | Meet And Greet | 3162593 | TRI Equestrian Superstore & Cafe INH Flat Race | 779755 | Leopardstown | 187 | 16 | 3520 | I think we will run in the Champion Bumper at Punchestown. It looked a strongly-run bumper and he did it well - Oliver McKiernan, trainer",,42.86,False,3%,2m4f88y,1,"[{'trainer': 'P ORourke', 'trainer_id': 15423, 'change_date': '2020-11-19'}]",2016-04-05,1072224,82680,"{'runs': '0', 'wins': '0'}",4488,7,False,Cris Kelly,567245,4%,,False,14,,917344,5%,-18.00,14%,IRE,7,https://www.racingpost.com/racecards/180/down-royal/2026-04-12/917344,3162593/meet-and-greet,322114,"Rathcoole, Co Dublin",20,-24.50,Chase,180,Whitmores Conn,3162593,[],USA,32,Turf,2026-04-12,582915,"{'runs': '5', 'wins': '1'}",23,B,-15.00,20.5,IRE,USA,,3162592,Keep The Faith Syndicate (2022-11-08)||P ORourke (2020-11-19),False,G,Mustameet,False,Lady Conn,1,12846,1,-2.00,,,False,Good,1,"{'runs': '0', 'wins': '0'}",1,Keep The Faith Bloodstock Limited
